,Text,label
393,පහන්ගේ කතාවට ඔක්කොටම වැඩිය හිනා යනවා.,NEGATIVE
394,පහන් කොහෙද අනේ ඔයා ඉන්නේ ?කොහේ උනත් එතන රස සාගරයක් කියල මට හිතෙනවා.,POSITIVE
395,මටත් පොඩිකාලෙ හිතුනෙ එහෙමයි,POSITIVE
396,පුංචි ළමයි හරිම විවෘතයි,POSITIVE
397,දෙමවිපියන්ට පින් දෙන්න යොදාගන්නේ අනුන්ගේ මුදල්ද?,NEGATIVE
398,මග නැගුමේ හොරකන් කරපු සල්ලි තමා ඔය.,NEGATIVE
399,මග නැගුමට ගිහිල්ලා සල්ලි හම්බුකරපු හැටි අහගන්න. ඊට පස්සේ ඔයා කතාවක් ලියන්න.,NEGATIVE
400,හොරකන් කරන සල්ලි වලින් කොච්චර පින් කලත් පව් ගෙවන්නබෑ,NEGATIVE
401,මග නැගුමේ හොරකම් කරන්න ඉඩ නුදුන් හැමෝම බොරු චෝදනාවලින් පන්නලා හම්බ කෙරුවා. ඒ පව් මකාගන්න වෙහෙර විහාර 1000ක් හැදුවත් බැහැ.,NEGATIVE
402,දෙයියන්ගෙම පිහිටයි රටට!,NEGATIVE
403,මොකුත්ම කර කියා ගන්න බැරි අපි ඔය වගේ ගොන් කතා හරි කියල හිත සුතුටු කරගමු. රටේ වෙන දියුණුව බලාගෙන ඉන්න බැරි උනාම හොරකම් කලා හරි කියල ලැජ්ජාව වහගමු . හොරකම් කරලත් රටට මෙච්චර දේවල් කරන්න පුළුවන් උනානම් කලින් ලංකාවේ හිටිය උත්තමයෝ කොහොම හොරකම් කරන්න ඇතිද ?,NEGATIVE
404,බොහොම හොද වැඩක්. මමත් පඩුවස්නුවර කෙනෙක් තමා.,POSITIVE
405,කව්රු කොහොම කිව්වත් වැඩේ හොඳි.,POSITIVE
406,අලුත් ප්‍රස්ථා පිරුලක් මහජන මුදල් හොරකම් කර දෙමව්පියන්ට පින් දෙනවා වගේ.,NEGATIVE
407,මේවබොරු මවා පෑම්,NEGATIVE
408,කවුරුන් කෙසේ කිවුවත් මෙය ඉතා යහපත් ක්‍රියාවක්. අතහරින්න එපා. චෛත්‍ය දහයක් නොවේ දාහක් හදන්න. ඊර්ෂ්‍යාකාරයෝ ඕනෑ දෙයක් කියපුදෙන්.,POSITIVE
409,ඇත්තටම මම රත්නසිරි ඔබේ අදහස අගේ කරනවා. මේ විදිහට චෝදනා කරන්නේ ඇත්තටම ශ්‍රීලංකා වේ උපන් උදවියද. මේ ගොල්ලන්ට දෙමව්පියෝ නැතුව වෙන්න ඇති.,NEGATIVE
410,වැඩේ නම් හොද වැඩක්,POSITIVE
411,සාධු සාධු සාධු!!!,POSITIVE
412,දැන් රටේ මේ වගේ අපරාධ හරියට සිදුවෙනවා. රජ කාලේ නීතිවත් ගේන්න වෙයි වගේ,NEGATIVE
413,අපේ මිනිස්සු සිංහල අකුරු කියවගන්න දන්නේ නෑ වගේ දැන්වීම් පුවරුවේ ගහල තියන දේ දන්නේ නෑ වගේ ඔහේ ඉන්නවා.,NEGATIVE
414,අපේ උසාවි වල හැටි... හොදටම ජරා වෙලා,NEGATIVE
415,ම්න්ස්සු මේ තරම් දරුණු උනේ කොහොමද,NEGATIVE
416,මුන් දෙන්නවයි ධර්මසිරිවයි මරලා දැම්මා නම් හරි.,NEGATIVE
417,සමාජයට මේ වගේ අය බරක්,NEGATIVE
418,මේ වගේ පරණ ගොඩනැගිලි දකිද්දී අපට නිකං ලැජ්ජයි ලැජ්ජයි වගේ.,NEGATIVE
419,අත්දෙකට විතරක් නෙමෙයි කකුල් දෙකටත් මාංචු දාන්න ඕනෑ,NEGATIVE
420,වැරැද්ද ඔප්පු වුවහොත් අනිවාර්යයෙන්ම ජීවිතාන්තය දක්වා හිරේ යැවිය යුතුයි,NEGATIVE
421,එල්ලුම් ගස ක්‍රියාත්මක කළ යුතුයි,NEGATIVE
422,අනේ මන්දා මෙහෙම වට රවුම් ගිහින් කොහෙන් ඉවරයක් වෙයිද කියලා. මන් නම් හිතන්නේ නැහැ මෙමගින් මහජනතාවට හැමදාම ඇතිවෙන වාහක තදබදයට ලොකු විසදුමක් ඇති වෙයි කියලා. මේකෙන් වෙන්නේ තවත් මිනිස්සු කොලොප්පන් වෙන එක.,NEGATIVE
423,මෙය සත්‍ය වශයෙන් මට හැගෙන්නේ ආණ්ඩුව මොකක් හරි වැඩකට අර අඳිනවා කියලයි .,NEGATIVE
424,ගොඩක් හොඳ වේවි. ගාලු පාරේ කරපු එක නියමෙට වැඩ.,POSITIVE
425,තෙල් මිල අඩු නම් මේ ක්‍රමේ හොදා.,POSITIVE
426,මේවා මොරටුවේ උගත් සිංහලයන්ගේ වැඩ. අපි අගය කළ යුතුයි. අපිට ටිකක් කරදර වුනත් තව තවත් නිර්මාණ කරන්න.,POSITIVE
427,මේ එක පැත්තකට යන ක්‍රමය හොදයි. ඒත් බලන්න සමහර වාහන ඉරි මැද යනවා. ඒකෙන් වෙන්නේ ලේන්ස් දෙකම එක වාහනයකට වෙන් කරගෙන. මෙන්න මේවා තමා රථ වාහන පොලිසියෙන් නතර කරන්න ඕනේ. තව එකක් තමා ලේන්ස් හයක් දැන් එක පැත්තකට යන්න තියෙනවා. බස් වලට එක ලේන් එකක් වෙන් කරොත් කාර් සැහෙන ගනනක් පාරෙන් යන එක අඩුවෙයි. ඒ කියන්නේ බසය ඉක්මනින් යනකොට මිනිස්සු කාර් දාලා බස් වල යන්න පුරුදු වේවි.,POSITIVE
428,මට හිතෙන්නෙත් මේ ක්‍රමය සාර්ථකයි කියලා. මොකද හරස් පාරවල් වලින් දෙපැත්තටම යන වාහන ඇතුල් නොවන නිසා තවත් පහසුයි. ධනාත්මක ලෙස ප්‍රතිචාර දක්වලා තියෙන අයගේ අදහස් වටිනවා. මෙලෝ රහක් නැති මෝඩයෝ කිහිපදෙනා ගැන කණගාටුයි.,POSITIVE
429,ගාලු පාර ඩික්මන් පාර සිට කොල්ලුපිටියට තනි අතට යන නිසා තිබෙන්නේ පුදුම සහනයක්. මුලදි ටිකක් කරදර උනා තමයි.,POSITIVE
430,නනදලාල් ඔයාගේ අදහස් වටිනවා. ඔයා හරියට හරි.,POSITIVE
431,අපේ මිනිස්සුන්ට මොනවා කළත් හොදක් නැහැ.,NEGATIVE
432,ලංකාවේ ඉන්නවා කට්ටියක්. මොන හොඳ දේ කළත් පෙනෙන්නේ නරකට.හැමදාම ලිඳේ තමා ඉන්න කැමති. බස් මගීන්ට පමණක් මුලදී ටිකක් අපහසුතාවන් ඇතිවේවි.ඒ වුනත් මේක කාලින අවශ්‍යතාවක් වගේම ඉතා හොඳයි. සියලු දෙනා අගය කළ යුතු දෙයක්.,POSITIVE
433,මම ගිය සැරේ ලංකාවට ආවා දෙසැම්බර් වල. රට ඉදන් ලංකාවට එන්න ගියේ පැය තුනයි. කටුනායක ඉදලා නුවර ගෙදරට එන්න පැය අටක් ගියා. මොන දේ හරි කරලා හරි වාහන තදබදේ අඩු කරලා දැම්මොත් අපිට ඇති.,NEGATIVE
434,මේක හොද දෙයක්. අපේ මාර්ග නීති වෙනස් වෙන්න ඕනෑ,POSITIVE
435,අනේ වාසනාවන්!,POSITIVE
436,එයා කිසිදාක ළමයි මග දාලා යන එකක් නැහැ .,POSITIVE
437,අනේ කපාපු පළුව.,POSITIVE
438,අනේ වාසනාවන්.කොයිතරම් ලස්සනද.?,POSITIVE
439,අනේ වාසනාවන්.කොයි තරම් ලස්සනද.?,POSITIVE
440,උතුම් වූ මව් සෙනෙහස ...!,POSITIVE
441,මේ ගොල්ලත් අරගොල්ලා වගේමයි. රටටම කරදරයක්. වගාපාලු කරනවා .කුරුලු කුඩු විනාශ කරනවා,NEGATIVE
442,ළදරුවෝ උපන් ගමන් කාණුවල බෝක්කු අස්සේ දමලා යන අම්මලට මේ රිලා අම්මගෙන් හොද පාඩමක් ගන්න පුලුවන්.,POSITIVE
443,මෙය දෙමව් පියන්ට හොද අර්දර්ශයකි.,POSITIVE
444,මව් සෙනෙහසට මිනිසුන්ද තිරිසනුන්ද කියා බේදයක් නැහැ.,POSITIVE
445,හුරුබුහුටි පැටව් දෙන්නා.,POSITIVE
446,දෙපා සතුන්ට ආදර්ශයක් ගතහැකි බොහෝ ගුණාංග සිවුපාවුන් ළඟ තියෙනවා.,POSITIVE
447,අනේ වාසනාවන්,POSITIVE
448,ලස්සන රිලා පවුල,POSITIVE
449,හරිම ආදරේ හිතෙන පින්තුරයක්. සමහර මව්වරුන්ට සැබෑ මව් සෙනෙහස කියන්නේ මොකද්ද කියලා මේ පින්තුර වලින් ඉගෙන ගන්න පුළුවන්...,POSITIVE
450,ෂෝක් අනේ. මගේ සුභ පැතුම්!,POSITIVE
451,පුංචි පවුල රත්තරන්,POSITIVE
452,දැන් ඉන්න ගොඩක් මිනිස්සු ලග නැති මනුස්සකම් මෙ වගේ තිරිසන් සත්තවයින් ලග තියෙනවා. දැකක්ම ආසා හිතෙන දර්ශනයක්.,POSITIVE
453,මව් සෙනෙහසක මහිමය.. !,POSITIVE
454,අපේ පුංචි පවුල වගේ,POSITIVE
455,රිලා අම්මා බොහොම වාසනාවන්තයි. පුංචි පුතාලට කරදරයක් නොවේවා!,POSITIVE
456,අයියෝ. මේ අපේ කට්ටියත් එක්ක නිදහසේ නාගන්නවත් නැති හැටි.,NEGATIVE
457,සෙල්ලම් ලෙල්ලම් වෙයි දවසක,NEGATIVE
458,ගගෙන් නාන එකත් මාර සතුටු හිතෙන වැඩක් නේද?,POSITIVE
459,හිනා යනවා මේවා දැකලා,NEGATIVE
460,මිනිහා පැනල නෑවා. අනික් අය ඇදගෙන නෑවා,NEGATIVE
461,මේ අනුපමා නම් ලංකාවේ වෙන්න බැහැ. මොරටුව අලුත් පාලම කියන්නේ ගඟ මුහුදට වැටෙන්න කිට්ටුම තැන. එතන කිඹුල්ලු නැහැ,NEGATIVE
462,අප්පෝ! මේ යන විදියට ළිදකින් පොකුණකින් නාන්නත් අවසර ගන්න වෙයි නේද?,NEGATIVE
463,මේක නම් නියම වැඩක්. නාගන්න ඇතිවෙන්න.,POSITIVE
464,තනියෙන් බලන්න බැරි නිසා කාටත් කතාකරන්න ඇති.,NEGATIVE
465,කන පැලෙන්න හිනා ගියා.,POSITIVE
466,හුඟක් කට්ටිය නාගන්නේ පැනලා තමා.අපිට හිනා.,POSITIVE
467,නියම 'පොරක්' නේද ?,POSITIVE
468,හොදයි හොදයි.,POSITIVE
469,ලැජ්ජා නැද්ද හලෝ නානවා බලන්නේ?,NEGATIVE
470,හොදම නෑම.,POSITIVE
471,කියල වැඩක් නෑ,POSITIVE
472,ඔහොම නාන එක හොද නැහැ නේද? අර මිනිස්සු බය වුනා.,NEGATIVE
473,අපේ රට පිළිබද වැරදී ප්‍රතිරූප දෙන්නේ මෙවැනි සිදුවීම් වලින්.මොවුන් කලේ රාජකීය අපරාධයක්. අපේ රටේ කිර්තිනාමය විනාශ කලා.මේවට නිසි ලෙස දඩුවම් නොදුන්නොත් අපේ රට අන්තර්ජාතික කුණු බක්කියට වැටේවී නේද?,NEGATIVE
474,මොහුට නිසි දඩුවම ලබාදිය යුතුයි. මෙහෙම වෙනකොට කොහොමද සංචාරක ව්‍යාපෘති දියුණු වෙන්නේ?,NEGATIVE
475,මේවා විසදෙනකල් පිළිතුරු බැහැ,NEGATIVE
476,අපේ රටේ පිරිහීම සහ අවනීතියේ රජ කිරීම මොනවට ඔප්පු වෙනවද මේ සිද්ධියෙන්. අද කාලයේ මිනි මරා එළියේ සිටින දේශපාලකයන් බොහෝය . එහෙත් දුප්පත්කමට ගංජා මිටියක් විකුණා අහුවන කසිප්පු බෝතලයක් සමග අහුවන අය අවුරුදු ගණන් රිමාන්ඩ් බාරයේ. අපිත් ඉපදුනේ මෙහෙම රටක නේද කියලා හිතේ ලොකු දුකක් ඇති වෙනවා,NEGATIVE
477,සුරංග ලක්මාල් නමැති කෙනාටයි මේ ලියන්නේ. හොදින් කියවලා බලන්න දේශපාලක ඇත්තෝ බිල බිලා හෝටලයකට රිංගුවේ මොන එහෙකටද? මිනිහෙක් මරනවා ඇස්දෙකින් දකිද්දී නොදැක්කා වගේ මාරු වෙන ගතියක් තියෙන්න පුළුවන් වන්නේ කොන්ද පන නැති නපුංසකයන්ටනේ.මේක මොන ජාතියේ සිවිල් කටයුත්තක්ද ?,NEGATIVE
478,අපේ රටේ හැම කෙනෙක්ම කිසියම් අධ්‍යාපනයක් ලබනවා. ලංකාවේ අවම අධ්‍යාපනයක් ලබපු කෙනෙක් ගන්න තීරණාත් උගත් කෙනෙක් ගන්න තීරණයත් වැඩි වෙනසක් නැහැ.,NEGATIVE
479,මේ වල්මත් වෙච්ච දේශපාලන ක්‍රමේට විරුද්ධව ඡන්දෙ කටු ගාන ලෙස හෝ අවලංගු වන ලෙස ඡන්දෙ පාවිච්චි කරන ලෙස සෝම හාමුදුරුවෝ ඉන්න කාලේ කිවුවා.අන්තිමට වුනේ උන්වහන්සේගේ ජනප්‍රියත්වයත් පාවිච්චි කරලා අවස්තාවාදියෝ බලේට ආපු එක.මොකක් වුනත් උන්වහන්සේ කිවුවේ හොදම දේ.අපේ රටේ ඉන්න මොඩයෝ ගොඩේ හැටියට කරන්න බැරිත් ඒකමයි.කොයි වෙලාවෙත් බලන්නේ කාට හරි කඩේ යන්නමනේ.මේ පත්තරේ වුනත් බලන්න ගුණ වයලා අදහස් දාන තරඟ.දේශපාලකයෝ කියන්නේ වාසියක් නැතිනම් හිනාවෙන්නවත් ශ්‍රමය වැය කරන ජාතියක්ද.,NEGATIVE
480,මේ ලිපියත් ලියලා තියෙන්නේ වැරදියටනේ. කළමනාකරු මේ සිද්දියට මුහුණ දුන්නේ ඔය ලස්සන තරුණියට සෙවල හලපු නිසයි. එතනදී කළමනාකරු ගුටි කද්දී ඇගේ සැමියා මේ සිද්දියට මැදිහත් වුනා. තමන්ගේ බාර්යාව දුෂනය කරද්දී කව්ද බලන් ඉන්නේ? අර තරුණිය 8-10 දෙනෙක් කාමරයට ඇදගෙන ගිහින් දූෂනය කළාම පුද්ගලික රෝහලක දවස් ගානක් තියලා රටින් පිටමන් කළා. මේවා කගේ උවමනාවට කළාද කියලා කව්රුත් දන්නවා.,NEGATIVE
481,සම්බාදක දාලා සංචාරකයන් හේ රටට එන එක වැලැක්වුවානම් ඔය නඩුව ලස්සනට අසාවී. එහෙම නැතිනම් වෙන්නේ මේ බ්‍රිතාන්‍ය ජාතිකයාම වෙඩි තියා ගත්තා කියල නඩු තීන්දුව ලැබීම. මේක ලංකාව.,NEGATIVE
482,යුද්ධය ඉවර වුනත් තවම අපේ රට අවදානම් රටවල් කියන ලැයිස්තුවේ ඉන්නේ මෙවැනි සිදුවීම් නිසා. මේවට නිසි විසදුම් ලබා නුදුන්නොත් ලංකාව ජාත්‍යන්තරය තුල අපකීර්තියට පත් වීම වැළැක්විය නොහැකියි. අද රටේ අපරාද රැල්ලක් තියෙනවා. ඒවාට දේශපාලකයෙක් සම්බන්ද නැත්නම් ඒකත් පුදුමයක්,NEGATIVE
483,ඡන්දදායකයා මෝඩයි කියනවාට වඩා මම නම් කියන්නේ මේ අධ්‍යාපන ක්‍රමයෙන් බිහි කරන්නේ කාටවත් නැවෙන්න මිසක් නිවහල්ව හිතන මිනිසුන් නෙමෙයි.වෙන රටවලට සාපේක්ෂව ලංකාවේ හැමෝම වගේ කිසියම් අධ්‍යාපනයක් ලබනවා.මේක යාවත්කාලින නොකරන කල් ඒ හරහා බිහිවන අය කඩේ යන්නම තමා තනන්නේ. දේශපාලකයා කියන කපටි නරියා ඕක දන්නවා.සාපෙළ අධ්‍යාපනේ දක්වා කෙනෙක් ඉගන ගත්තා කියන්නේ වෙන රටක නම් සෑහෙන දැනුමක් ඇති කෙනෙක්.ලංකාවේ රැකියා මදකම නිසා බස් රියදුරෝ ඉන්නවා උපෙළ සමත් අය.නමුත් බලන්න එලවන හැටි.චන්දෙ දෙන හැටි.,NEGATIVE
484,ලංකාවේ යහ පාලනයක් ඇති කිරිමට ආර්ථික සම්භාදක මගින් හෝ කටයුතු කල යුතුය. නැතහොත් 1978 දී පමණ උගන්ඩාවේ තත්වය ලංකාවේ ඇතිවනු ඇත.,NEGATIVE
485,මේ ඝාතනයට සම්බන්ධ එක් පුද්ගලයෙක් ඩුබායි රටට පැණ ගියා . ඔහු එහි සිට මූණු පොතේ අයෙකුට මේ සියල්ල කියනු මට දැක ගන්නට ලැබුණා මම එය පොලිස්පති වරයාටත් තංගල්ල පොලීසියටත් දැන්වූවා නමුත් අද වනතුරු එයට පිළිතුරක් හෝ නැහැ මේක තමයි ලංකාවේ නීතිය.,NEGATIVE
486,මුන්නම් එල කෙල්ලෝ සෙට් එකක්.,POSITIVE
487,ඉන්දිත් හරි. ඒ වුනාට ඉගෙන ගන්න ළමයින්ට සහයෝගය දිය යුතුයි. ලයිට් එකක් දැම්මට බිලේ මහලොකු ගානක් වැඩි වෙන්නේ නැති බව බෝඩිම අයිති නෝනත් දැන ගත යුතුයි .අද හැම දෙයක්ම මුදල් මත තීරණය වෙන කාලයක්. බල්ලෝ මරලා හරි සල්ලි හොයන තත්වයට සමාජය ඇදලා දාලා,NEGATIVE
488,හරිම දුකයි. විදුලි බිල වැඩි වුනාට බෝඩිම් ගාස්තුව වැඩි නොකළ ගෙහිමි කාන්තාව දන්නා තරමටවත් ආර්ථිකය ගැන කැම්පස් ළමයි දන්නේ නැති එකනේ දුක,NEGATIVE
489,රාජු හරි. මේ ළමයි බෝඩිම් හිමිකාරිය දැනටමත් තමන්ට සහනයක් දීල තියෙන බව අමතක කරල. අන්තරේ කට්ටිය විශ්ව විද්‍යාල ප්‍රශ්නවලට විසඳුම් සොයන ආකාරයටයි මේ ළමයි බෝඩිමේ ප්‍රශ්නය විසඳන්න හදල තියෙන්නෙත්.,NEGATIVE
490,අයියෝ සල්ලි,NEGATIVE
491,අනෙක් අයටත් පාඩමක් මේක,POSITIVE
492,අයියෝ වරුණ ආයිත් පටන්ගත්තා මෝඩ කතා කියන්න! වැඩ කරන තැනත් ඔහොමද?,NEGATIVE
493,ඒ කාන්තාව හුගක් හොද කෙනෙක්. එයා බෝඩිං ගාස්තු වැඩි කළේ නැහැනේ,POSITIVE
494,සරසවි සිසුවියන් බෝඩිම් කරගෙන පාඩම් කරනවාට බාදා කරනවා කියන්නේ බරපතල අපරාධයක්. ගැහැණු ළමයි රැ නමයෙන් පස්සේ පාරේ ලයිට් කනුව යටට යන්නද පාඩම් කරන්න. මේ ඇන්ටිට දරුවෝ නැද්ද? බල්ලෝ මරලා හරි සල්ලි හොයන ඇන්ටි කෙනෙක්.,NEGATIVE
495,අපරදේ නිකම් විනාශ වෙන්න යන්නේ,NEGATIVE
496,අමායා බොරු කියාන්න එපා ඔය කතාව දැන් අවුරුදු 07 කට කලින් සිරස රස රිසි ගී වලට නාරද කිවව එකක්.,NEGATIVE
497,ගොඩක් හොදය ආන්ටි පව්,POSITIVE
498,කොතනත් ලොවෙ නැති උන්ලග හැදියාව වැඩිකල් නොවෙ උන්ගේ ඹය කෙරැවාව.,NEGATIVE
499,හරිම අපුරු වැඩක් ඒක. අපිත් දැන් බෝඩිමේ ඇන්ටිට මේක තමා කරන්න ඉන්නෙ.,POSITIVE
500,මාර හාදයෝ,POSITIVE
501,හොද වැඩේ. බෝඩින්කාරයට එහෙම තමා කරන්න ඕනෑ,POSITIVE
502,සාදු! සාදු! සාදු! සාදු! සාදු! සාදු! සාදු! සාදු! සාදු! සාදු! සාදු! සාදු!,POSITIVE
503,විනය පිටකයට අනුව මේ උපසම්පදාව වරදියි. උපසම්පදාව මේ විදියට පිහිටන්නේ නැත.,NEGATIVE
504,සාදු! සාදු! සාදු! සාදු! සාදු.,POSITIVE
505,සාදු! සාදු!! සාදු!!! මාගේ නමස්කාරය වේවා!,POSITIVE
506,බුදු සසුන දින දින බැබලේවා ! මෙහෙණින් වහන්සේලා සසර දුකින් අත්මිදේවා. පාර්ථනා කරන නිවන් මග සැනසි මෙන් ලබා ගැනීමට හේතු වාසනා වේවා!,POSITIVE
507,ඉතා හොඳ දෙයක් හැටියටයි ම දකින්නේ. අපි සියල්ලෝම සසර දුකින් මිදෙත්වා! බුදුදහම විකුණන එකට බෞද්ධයෙක් හැටියට මා විරුද්ධයි.,POSITIVE
508,කාන්තාවන්ට පැවිද්ද හා උපසම්පදාව දීමට අධි පුරුෂවාදී මානසිකත්වය ඇති අය අකමැතියි.,NEGATIVE
509,භික්ෂුණී ශාසනය මේවන විට ලෝකයෙන් අතුරුදන් වීම ලෝක ස්වභාවය වන අතර මම කුමාර සමඟ එකඟ වෙමි. ,POSITIVE
510,සාදූ..සාදූ..සාදූ! අපි ගිහි සැපවිදිමින් අපිට නැතී වීර්යයකින් යම් අයෙක් හරි බුද්ධ සාසනයේ භික්ෂූවක් මෙහෙණියක් වෙනවා නම් ඇයි අපිට සතුටු වෙන්න බැරී. අපි නිතරම සිතාගත යුතු දෙයක් තමා යම් දවසක බුද්ධ ශාසනය අතුරුදහන් වෙන්නේ මේ දෙපිරිසම පැවිදී නොවුනොත්. අපිට වඩා ශීලයකින් අපිට වඩා ධර්මය දන්න ස්වාමින් වහන්සේලා මේ මෙහෙය කරන්නේ. අනෙත් එක මේ ලිපියේ මුලින්ම තියෙනවානේ මෙහෙණි සසූන කියලා. භික්ෂූනී සාසනය නැතිබව බහුතරයක් දන්නා දෙයක්. ඒ නිසා අපි වැරදී නොබලා දැකබලා සතුටුවෙමූ .සාදූ..සාදූ..සාදූ..!,POSITIVE
511,ඉතාමත්ම හොඳ දෙයක්. සම්බුද්ධ සසුන රැකගන්න දෙපිරිසම ඕනෑ. සාදු ...සාදු.... සාදු.,POSITIVE
512,උතුම් චතුරාර්ය සතය අවබෝද කොට අන් අයටත් අවබෝධ කරදීමට වාසනාව උදාවේවා සාදු සාදු සාදු සාදු සම්මාසම්බුද සරණයි.,POSITIVE
513,සියලුදෙනාට සම අයිතිය ලබා දෙමු යන්න මනාව පැහැදිලි වෙයි.,POSITIVE
514,සාධු! සාධු!! සාධු!!!,POSITIVE
515,නියම වැඩක් මේක. මම අනිත් රටවල දැකලා සහ ගිහින් තියෙනවා. අපේ රටේ යනකොට හරි ලස්සනයි. අනිත් රටවල ‍ඒ ලස්සන නැහැ,POSITIVE
516,ආඩම්බරයි දකින කොට තවත හදයි අධිවේගී මාර්ග පෝලිමේ ඉන්නකොට. අතිගරු ජනාධිපති තුමනි මේ ගැන සිතයි නිසැකම,POSITIVE
517,"අධිවේගී මාර්ගයේ රථ වාහන ධාවනයේ යන එන මහතුන්ද මේ ගැන දැනුම්වත් විය යුතුයි. මෙවැනි වැදගත් ප්‍රකාශන ඉදිරිපත් කරන ""ලංකාදීප"" පුවත්පත් සමාගමට මාගේ ස්තූතිය",POSITIVE
518,ලංකාවේ අධිවේගී මාර්ගයක් තැනීම පිළිබදව ගොඩාක් සතුටුයි. දැන් අපිට තියෙන්නේ යාපනේ සිට කොළඹ දක්වා අධිවේගී මාර්ගයක් හදන්නයි,POSITIVE
519,පාර හොදයි ඒත් ගාන වැඩියි. සැහැල්ලු වාහන සදහා රුපියල් 250 ක් ගත්ත නම් මදිද?,NEGATIVE
520,ඉතා හොද වැඩක්,POSITIVE
521,රටේ දියුණුව ගැන හරිම සතුටුයි,POSITIVE
522,මම ඊයේ යන කොට ගොඩාක් බල්ලෝ මැරිලා ඉන්නව දැක්කා. අපේ වාහනේත් බල්ලො දෙන්නෙකුට බ්‍රේක් කළා. ඒකත් කළින් දැකපු නිසා. ඒක ලොකු තර්ජනයක් හයියෙන් යන වාහන වලට,NEGATIVE
523,බල්ලන්ටත් හයිවේ????,NEGATIVE
524,ඒ කියන්නේ හයි වේ එකත් සුනඛයට ගිහින්ද ?,NEGATIVE
525,සතුටුයි සුනඛයන්ට වුනත් මේක අලුත් අත්දැකිමක්නේ...,POSITIVE
526,අනාගතය අදයි,POSITIVE
527,බුද්ධිමත් ලාංකිකයන්ට සුද්දා බෝකළ සුරාව නිසා මෙවන් උතුම් බුද්ධිමත් සමාජයක්ම අපට නොදැනීම ජෝකර්ලා වුනු බව සනාත කලාවූ තවත් එක අවස්ථාවක්.බීමත් ජනතාවක් යනු රටේ සමෘද්ධියේ ලක්ෂණයක් නොවේ.,NEGATIVE
528,දෙයියෝ සාක්කි ප්‍රතිචාර කණ්ඩායම මේ ලගදි ඉදල ලිද ලග සංගමයක් වෙලා (දාන සමහර ප්‍රතිචාර වලින් ඒක පේනවා )සැපදුක අහන්නත් මෙතෙන්ට එනවා,NEGATIVE
529,පාටියට ගියේ බිරිද සහ දරුවත් එක්ක මේ මෝඩ මනුස්සයට ඒ ගැනවත් හිතන්නේ නැතිව හොදටම බීලා නේද? ගානකට බිව්වනම් ඒත් කමක් නැහැ.,NEGATIVE
530,පුදනකොටම කාපි යකා.,NEGATIVE
531,ලංකාවේ අයට මදුවිත නැතිව මොන උත්සවද?,NEGATIVE
532,නරක දේකට ආරාධනා කරහම නරක දෙයක් කරන එක ස්වාභාවිකයි.,NEGATIVE
533,කවුරු මොනවා කිව්වත් අර අම්මයි දුවයි මොන තරම් අපහසුතාවයකට පත් වෙන්න ඇතිද?,NEGATIVE
534,සුබපැතුම්.!,POSITIVE
535,දයා රත්නායක මහත්තයා කියන්නේ මනුස්සකම හදුනන සෙන්පෙතියෙක්.,POSITIVE
536,දයා රත්නයක කියන්නේ මනුස්සකම හදුනන සෙන්පෙතියෙක්,POSITIVE
537,සුබ පැතුම් !,POSITIVE
538,ශ්‍රී ලංකාව රැකගන්න ඔබ තුමාට ශක්තිය ලැබේවා.!,POSITIVE
539,ජෙනරාල් සරත් ෆොන්සේකා මහත්තය එක්ක උරෙනුර ගැටී ලක්මව රුදුරු ත්‍රස්තවාදයෙන් බේරා ගත් සියලුම සෙන්පතියන්ට අපේ උත්තමාචාරය !,POSITIVE
540,ශ්‍රී ලංකා මාතෘ නව සෙනාධිපති තුමනි ..... ඔබට අපගේ සුබ පැතුම්.!,POSITIVE
541,සුබ පැතුම්...,POSITIVE
542,අසිපත් ලැබිය යුත්තා පැත්තක සිටියදී මේගොල්ල අසිපත් බෙදා ගන්නවා.,NEGATIVE
543,මගේ සුබ පැතුම් ඔහොම යමු.,POSITIVE
544,සර්වබලධාරී දෙවියන් වහන්සේ අපගේ හමුදාවට අශීර්වාධ කරත්වා.,POSITIVE
545,සර් ඔබට අපේ සුභ පැතුම්.,POSITIVE
546,රට බේරාගන්න කොබ්බෑකඩුව සමග හිටිය අභීත නායකයෙක්....හොද මනුස්සයෙක්.,POSITIVE
547,ජයවේවා! නිරෝගි වේවා! සුබ පැතුම්!,POSITIVE
548,සුදුස්සාට නියම තැන ලැබී ඇත. විශ්‍රාම ගිය හමුදාපති තුමාටත් නව හමුදාපති තුමාටත් අප සැමගේ ගෞරවය පුද කරමු.,POSITIVE
549,නියමයි.,POSITIVE
550,අපගේ උතමචාරය රණවිරුවන්ට... අල්ලාහ්ගේ පිහිටයි. බුදු සරණයි. ජේසු පිහිටයි.,POSITIVE
551,මේකට මුකුත් ලියන්න හිත එකළස් කරගන්න බැහැ. අද උදේ දුටු ප්‍රවෘත්ති වලට හිතට හරිම දුකයි,NEGATIVE
552,හොද වැඩේ. ගහලා මදි,NEGATIVE
553,අපේ ගමේ නම් මේවට කියන්නේ ඕපා දූප කියලා.,NEGATIVE
554,මේක නම් පිස්සු හැදෙන කතාවක්,NEGATIVE
555,අනේ මෙහෙමත් දේවල්,NEGATIVE
