Text,Class
"""RT @Suji_Gun: @OshalaHerath බලාන ගියාම වේස ගෑනූන්ගෙයි උඹලගෙයි ලොකු වෙනසක් නෑ.. උන් සල්ලි දෙන එකාට රෙද්ද උස්සනවා.. උඹලා සල්ලී දෙන එකාගේ පස්ස…""",Sexism
"""@MrThila_ නොහුකා හිටහං තෝ දන්න පක.""",Sexism
"""ප්‍රධාන ධාරාවේ මාධ්‍ය අඩා ඩෙරානා 24x7 ජාතිවාදී දැන්වීමක් විකාශය කරයි.""",Racist
"""@_GayathriNaga තොගෙ තාත්තා ග්‍රාමසේවක කෙනෙක්ද බූරු  හුත්ති මිනිස්සුන්ට නම් දදා යන්නේ? ෆේක් වේසියො""",Sexism
"""@Disapamok පිස්සු නැතිව දාන්න. ඔය වගේ සල්ලි පස්සෙ දුවන ගොබ්බ හුත්තියො ගැන මිනිස්සු දැනගන්නෝන. ඔහොම ගෑණු පොල් පිත්තක් ගත්තත් කපාගන්න ඇහැකි. වේස ගෑණු""",Sexism
"""@NewsfirstSL දියවන්නාවෙ කාලකණ්ණි ටික මරල දාන්නම ඕන , පොන්න රනිල, හොර මහින්ද ඕකුන්ගෙ හෙන්චයියන් ඔක්කොම මරල දාල උන්ගෙ ගෑනුටික ගණිකා සේවයේ දාන්න ඕන""",Political
"""@lasankaOnline @fox914SL @imNaviya @Busty_Bubble @LadyBossHippo @_Thamarasa_ උන් හැමදාම තෑගි දෙන, උන් හොඳටම දන්න එවුන්ට තෑගි දෙයි.  වෙන එකෙක්ට හරි තෑගි දුන්නොත් මම පක කපා ගන්නවා. 😏""",Neutral
"""@NandiyaLive හහහ ගැන්ග් බෑන්ග් නෙවෙයි සහෝදරයා. අකවුන්ට් එක රිපෝට් කරන්න කියන එව්වා පොන්න ආතල් 😅 කලින් එකත් කෙලවෙලා මේ අලුත් එකෙන් ආවේ. අපි ආතල් දන්නවා ඔයිට වැඩිය 😂😂 ඔහොම ටිකක් යන්""",Sexism
"""බදුල්ලේ අපි...youth https://t.co/5NPtY3jsqZ""",Neutral
"""ඒ අපේ පලාත...🙋🙋👇👇👇👼 https://t.co/qgfqqHeDJg""",Neutral
"""RT @AmithWeerasing3: සිංහලයන්ගේ වර්ජනය හමුවේ බංකොලොත් වූ Etisalat ආයතනය ශ්‍රී ලංකාව තුල Hutch සමාගම විසින් සම්පුර්ණයෙන්ම මිලදි ගෙන ඇත.   බු…""",Neutral
"""සුබ පැතුම් කොල්ලෝ...🙋🙋🙋🙋🎓🎓 https://t.co/AUOvhYavY0""",Neutral
"""අංගම්👑👑👑👑👑 https://t.co/PfK4YHi3Cx""",Neutral
"""අපේ වීරයෝ https://t.co/9ivdEoXsva""",Neutral
"""@AmithWeerasing3 එකේකා බයිලා ගැහුවට කවලම් නැති සිංහලයො දන්නවා අමිත් ගැන..""",Neutral
"""ඔබත් එන්න https://t.co/pMuijcpjnH""",Neutral
"""අපි වෙල්ලස්සේ👑👑👑👑👑👑👑👑 https://t.co/cYfNBvFLok""",Neutral
"""ඔව් අමිත් අයියා ආඩම්බර මොහොතක සාමාජිකයෙක් උනා සිය ගානක් සිංහලයෝ ඒ මොහොතෙ සාමාජිකයෙක් ආඩම්බරයි.👑 https://t.co/hO2C34WwBF""",Neutral
"""මහසොහොන් බලකාය කිව්වම ඔකුන්ට රෙද්දෙ බඩ යන්නෙ අමිත් අයියා😂😂😂 https://t.co/wvovll8hmF""",Neutral
"""අපේ අභිමානය අපි සුරකිමු. https://t.co/dhyA9KgSjP""",Neutral
"""@MatiBole කවුරු උනත් අගේ කරන්න ඔන😂😂😂""",Neutral
"""එකගද ඔබත් https://t.co/fQbTo7G51n""",Neutral
"""සැදැහැ සිතින් share කරන්න සුපෙම්පතුනී... https://t.co/7JrsbaLz1B""",Neutral
"""වැඩිකල් යන්න කලින් අම්මේ මට සමාවෙන්න පැත්තක දාල මිනිස්සු ජගතයියේ මට සමාවෙන්න කියන්න ගන්නෝ 😂 #බොන්නඑපාSL""",Neutral
"""@DulithK කරන්ට් ආවා 😎""",Neutral
"""හැපි වෙඩඩ් ලයිප් ෂුදු අයියේ........@laka_puit 😘😘😘""",Neutral
"""@Miyuruhansi @achiralk සමනා දැක්කද දන්නෑ මේව 🧐 @ZamanX90""",Neutral
"""කරන්ට් ගියානේ. මඟුල #Nugegoda""",Neutral
"""@erangatennakoon එයා දකින්න කලින් ගුඩුස් ගාල  ෂොට් එකක් දාගන්නෝන 🤣""",Neutral
"""@erangatennakoon බොන්න යන්නෙ බං 😂""",Neutral
"""@Disapamok 😂  සාදුකාරයක් දීගෙන පෝන් එකට වැඳගෙන අහන් ඉන්න යන්නෙ 🤣""",Neutral
"""@DJSlash9 @Disapamok වමනෙටත් ආවා""",Neutral
"""@ShaseraSing @imahassen ආ ඇන්ටී...මොකෝ තද වෙලා???? 😂  බොරු කියල කියල හාමුවා බලේට ගේන්න දැඟලුවට දැන් පොලීසි යන්න ලේස්තිද??? ආ???? බොරු කියල කියල දැන් ද තමුසෙට කොන්දක් ගැන කතා වෙන්න මතක් වෙන්නේ?? කෝ ඔහේ මිනිස්සු එක්ක මෛත්‍රීපාලගේ ගෙදර ගියාද?? හූ.......🤣""",Neutral
"""@Sansajran @Annnuza රටේ අනාගතයට ජයවේවා 🙌""",Neutral
"""@tharu__ @DJSlash9 @vishiru අන්න සතා 😂""",Neutral
"""@Chandhi_Surangi බේබද්දෙකුට උනත් උදව් කිරීමේ හැකියාවක් තියෙන්න ඕනේ""",Neutral
"""@SashenMe @route345art හැපි බර්ත් ඩේ ලොක්කා 🎂""",Neutral
"""@Chamalka_N ගැහැව්වට පස්සේ නින්ද යැන්නෑ 😂""",Sexism
"""@rasikalink මූට අකමැති උන් මේකට ලයික් කරන් යන්නලා 😜""",Neutral
"""හස්බන්ඩ් උනත් එකයි නොවුනත් එකයි අපිට පුකද යාලුවේ.. 😜 #RT #Help""",Neutral
"""@vishiru උඩ යවනවා වගේ""",Neutral
"""@She_is_Nu නුවර එක්කො එපා""",Neutral
"""@tharu__ දන්නෑද..ගෙදර හිටියේ නෑ අනේ මේ ටිකේ 😜""",Neutral
"""@tharu__ නෑනේ.ඇයි ඒ 😐""",Neutral
"""කරුමය රුපියල් 45හේ ජෑම් බනිසක් ලෙසද පැමිණිය හැක..✋""",Neutral
"""කෑල්ල බලන්න මාතර බස් ස්ටෑන්ඩ් එකට ආවා ❤""",Neutral
"""@Rasthiyaduwa ස්තුතියි රස්තා 😂""",Neutral
"""@RShashiya ඒකට තමා යන්නේ""",Neutral
"""@dkparamee මුන්ගේ බොරු පාරමි 😉""",Neutral
"""මාතර යන ගමන් 🔪""",Neutral
"""RT @kavindanelaka: @PoornaCW එකි ලස්සනයි .. හැබයි මුසල පාටයි ...""",Neutral
"""@erangatennakoon එතකොට වයස කොච්චරද?""",Neutral
"""@erangatennakoon ඔයාව දෙදරලා ගියාද? 🧐""",Neutral
"""@erangatennakoon 255 ගල්කිස්ස කොට්ටාව නේ? ඔය කොයි කාලේද?""",Neutral
"""@itsme_sii එයාගෙ කොණ්ඩෙ කෑල්ලක් මලකඩ කාලා නේද? 🧐""",Neutral
"""@kavindanelaka 🤣🤣🤣  සීවරන් දෙයියනේ........ෂුදු අයියේ ඔයා? 😱😱😱""",Neutral
"""Happy Birthday @NipuniSR 🎂  මේක දැම්මෙ නැත්නම් ගුටි කන්න වෙන්නේ 🤣""",Neutral
"""@Neetwit @Prabuddha_Sank @cmsteknologies එලකිරි. අල්ලලා හිරේ දාන්න ඕන https://t.co/6RaKaM7TNc""",Neutral
"""@erangatennakoon @ZamanX90 @NotJagath ඔව් මට කිව්වා. සල්ලි ආණ්ඩුවට යන නිසාලු 🤣. හැබැයි මුද්දර අරන් එනෝ මං හිතන්නේ""",Neutral
"""@erangatennakoon @ZamanX90 අලුත්  ගානට පෙට්‍රල් ගහල @NotJagath වගේ පරණ ගාන වෙනකන් මුද්දර ගනින් ස්මාන් 😂😂😂""",Neutral
"""@lahirunirmala කව්ද බන් මේ?""",Neutral
"""@erangatennakoon @ZamanX90 පව් මොකක්ද 😒  මූ කඩිය පුප කඩාගත්තා වගේ නටන්නේ 200ට පෙට්‍රල් ගහන්න ඕන වෙලානේ""",Neutral
"""@IJust_Thought ඕකනේ මං දැන් එකෙක්ට ප්‍රසිද්ධියේ විශ් කොරන්නෙ නැත්තෙ   හැබැයි ඔය තීරණේ මං පොඩ්ඩක් review කරන්න ඉන්නෙ""",Neutral
"""@ZamanX90 Congratulations 🍾   පරණ ගානට පෙට්‍රල් ගහපන් ඈ 😈""",Neutral
"""@itsme_sii අහ්! මේකෙ ආයේ කෙට්ටුයි 😂""",Neutral
"""@erangatennakoon බුදු සන්තෝ. ගහෙන් වැටිච්ච මිනිහට ගොනා ඇනල ආයේ පොලීසියෙනුත් කුදලන් ගියා සීන්ස් එකක් තියෙන්නෙ 😂😂😂""",Neutral
"""@Buri_Bunis මං හැමදාම සමනට කියනො ඔය දහ ජරාව කටේ තියෙන්න එපා කියල. කොහෙද, පේනවනේ බීල වෙරි උනාම දාන ට්වීට් 😒""",Neutral
"""@ranjanieguruge 😅😅😅 සිරාවට ඇහුවෙ""",Neutral
"""@ChariSamarakoon නෑ ඌ එහෙම කරන එකක් නෑ""",Neutral
"""@hirosht @erangatennakoon ගිය පාර එකේ අපි දෙන්න හිටියෙ ආදරෙන් වෙලිලා""",Neutral
"""@RShashiya මඩු වලිගයක් නම් මදි වෙයි 😅""",Neutral
"""@pasiya14 ඒකි දකින්නැති 😂""",Neutral
"""@erangatennakoon අන්න එහෙම 😎""",Neutral
"""@imantha123 😂😂😂  කොහොමත් උන්දැ සෑහෙන වේදනාවකින් තමා ඉන්නේ""",Neutral
"""@erangatennakoon අපේ පරම පිවිතුරු මෙව්ව එකට එව්ව මෙව්ව කියන්නෙපා හරිද එරංග බ්‍රෝස් 🤨""",Neutral
"""@SHAN_EVO_ දැන් ඒකි ඔය කරේ තියන් යන හාමු එලිපිට අහුවෙලා තියෙන්නෙ නුවර කේස් එකට 😂""",Neutral
"""@SHAN_EVO_ අම්මටසිරි එහෙම සීන් එකකුත් උනාද? 😂""",Neutral
"""@Disapamok 😂😂😂😜  අපිට තේරෙනවනේ බන් මිනිස්සු හැරෙනකොට 👊""",Neutral
"""@cjdrox @ZamanX90 @Amisampath @udaraumd @dushnivi @rothbourne ඇයි හිටියෙ නැත්නම් මහරගම සුදු මල්ලිද සුදු අයියද ලව්ව මට ගස්සන්නද? 😏""",Neutral
"""@cjdrox @ZamanX90 උඹ වගේ ගඳ ගහන ගූ බාල්දියක් නම් පැනල දෙන්න ඕන නෑ""",Neutral
"""@ZamanX90 ආ තව උබේ මොන්ගල් හූඇන්පී සෙට් එකටයි""",Neutral
"""@ZamanX90 ඔව් උබට විතරයි""",Neutral
"""@ChariSamarakoon ඒකනේ අපි එයාව උඩ දාල ජනතාව දැනුවත් කරන්නේ 😜""",Neutral
"""@Disapamok @raviyasas ආ....නේ....එයා වහුකුණ කිව්ව එකත් භාර අරන්දැ? 🤣🤣🤣🔫🔫🔫""",Neutral
"""මං මේ කල්පනා කලේ......🤔  පනිට්ටුව පෙන්නුව විතරයි ඒකි කඹෙත් බැඳන් ඇඳගෙනත් නාල ඉවරනේ  දැන් රෙදිත් හෝදනවලු 🤣 🤣 🤣""",Neutral
"""@Disapamok ඒකි හිතන් ඇත්තේ අපිට පුපේ ඉත්තෑවෝ දුවනව කියලද දන්නෑ ෆේක් වලින් හරි ගිහින් එව්ව බලන්න 😂""",Neutral
"""මිනිහට කාර් එකක් නැත්නම් බඩ වෙන්න බෑ කිව්ව ගෑණිට උඹේ කකුල මොකක්ද? 🤣 https://t.co/bMf4iKv8Gz""",Neutral
"""@Disapamok උඹටත් හරිද දිසා?? 😂😂😂""",Neutral
"""RT @Disapamok: මගේ කකුල කැඩුනා තමයි ඔයා මට කකුල තිබ්බ කාලෙත් කරේ ඔහොමමනේ චූටි නංගී.  ගියසැරේ කැන්ඩි මීටප් එකෙන් පස්සෙ ගෑනු කියන කථා නෙමෙයි…""",Neutral
"""@DulithK මුන්ට Feminist කියනවනම් බැරියැ""",Neutral
"""@nadeerap6 @raviyasas ඒ ගැනනම් කතා කරල වැඩක් නෑ 😂""",Neutral
"""@raviyasas මහ එකාට හපන් මුන් කටු කන එකාලා 😂""",Neutral
"""@raviyasas දැක්කත් අප්පිරියත් මූසල යක්කු ටික. සල්ලි වලට කඩේ යන්න හැත්ත""",Neutral
"""@raviyasas ඔව් මං දැක්කා ආයේ කුලී කාරයෝ ටික එක්ක එකතු වෙලා උඩ දදා යනෝ. බලු බෙටි ටික බලු බෙටි ගොඩටම සෙට් වෙන හැටි 😅""",Neutral
"""@defyixviiithara අනේ මන්ද බ්‍රෝ. මං ඉතින් ඔව්ව ගණන් තියන් ඉන්න එකක් කියල යෑ. අනික උන්ගෙන් මං කාල අඳිනව කියල යෑ???? 🤣 🤣 🤣""",Neutral
"""@imNaviya උඹට අමාරු වෙන්න විදියක් නෑ ඕකිව හොයන්න. අනිත් උන්ට වහල්ලු කිය කිය හෝල් සේල් UNP එකට කඩේ යන එකියක් 🤣 🤣 🤣""",Political
"""@imNaviya චූටි ඉතින් නමට තමා. කොරන වැඩනම් නමට ගැලපෙන්නෙ නෑ""",Neutral
"""@defyixviiithara 2015 ඉඳන් අද තමා ඒ දවස උදා උනේ 🤣 . සමරන්න ඕන දවසක් 🍻""",Neutral
"""@EpWickey @Disapamok විමුක්තිකාමී??🤣🤣""",Neutral
"""@Disapamok 🤣🤣🤣 නෑ සිරාවට ඇහුවෙ 😂""",Neutral
"""@Disapamok @raviyasas ප්‍රතිචාරත් දාල ද? දැක්කෙ නෑ මොකෝ ඕකිගෙ එව්ව බල බල ඉන්න මිනිස්සුන්ට වෙන වැඩ නැතුවටෙයි? 😂""",Neutral
"""Feminist එකේ සිංහල තේරුම මොකක්ද ?""",Neutral
"""@Disapamok @raviyasas ආ...කස්ටිය ගෑණිව දන්නව නේ? 😂""",Neutral
"""@Sansajran පිස්සු හුත්තියෙක්. ලෙඩ්ඩුන්ට බුදු සරණයි. මේකෙ එකාලටත් පොත්ත රතුනම් ඒ ඇති කැහැටු බැල්ලියක් උනත් කරේ තියන් යන්න""",Sexism
"""දෙවෙනි සාර්ථක දවස උදෙසා යන ගමන් 🌺🙊""",Neutral
"""@duliponline තැන්ක්ස් බං""",Neutral
"""@_justAHumann ඒ සිරාවට 😮🙊 ඒ කියන්නෙ අපේ බබා ඉපදෙන්නෙ නොවැම්බර් 13🙊""",Neutral
"""@ranukad ඇයි ඕයි ඉතින් මේකම නේ හැමතැනම 🤧🤧🤧""",Neutral
"""@Sagara_9 ඔව් යකෝ 😂😂 මං හිතන්නේ උඹ කෙනාව අඳුරන් ඉන්නේ""",Neutral
"""කැලයක් කියලා හිතාගෙන ඇඳේ චූ කරලද බලන්න.🤔🙄 https://t.co/a88sg9eITN""",Neutral
"""@_justAHumann ඒකවත් මතක නෑ ඔයාට 😭🙇🏻‍♂️""",Neutral
"""අනුස් ගේ කෑල්ලද අනුත්තරා 🙆🏻‍♂️🙆🏻‍♂️🙆🏻‍♂️ දැන්නේ ඒක මීටර් වුනේ 🤧""",Neutral
"""පපර පප්ප පෑං......🙊 https://t.co/BpG4u6o60s""",Neutral
"""@imNaviya කියලා වැඩක් නෑ 😑""",Neutral
"""@Its_DHD හම්මෝ බං.😂😂😂❤️❤️❤️❤️ තවම හිනා 😂😂😂😂😂😂😂😂😂❤️😘""",Neutral
"""RT @Its_DHD: @ExcuzeMiReturn එඩ්‍රස් එක එවපන් ගෙදරට සිමෙන්ති කොට්ට හතරපහක් එවන්ඩ😂""",Neutral
"""අද මේකේ කෙල්ලෝ ටික සෑහෙන්න ඇක්‍ටිව් 🙄 ෆොටෝ එකක් දාන්න හොඳම වෙලාව.""",Neutral
"""@Cheese_bole ඔව් මැණික ඔව්. ඔයාට මාව මතකයි නෙ 🙇🏻‍♂️🌺""",Neutral
"""@_justAHumann @DocaAyya 😂😂😂 අන්න ඒකයි අපි මැරි කරන එකේ වටිනාකම""",Neutral
"""RT @_justAHumann: @ExcuzeMiReturn @DocaAyya දන්නෙවත් නැති මිනිස්සු ලයික් කරනව..අනිත් දවසෙ ප්‍රොෆයිල් පික්චර් එක මාරු කලත් හම්සව ටැග් කරන්න…""",Neutral
"""@_justAHumann @Chamalka_N වතුර ෆිල්ටරේ වතුර බීලා නැති උන් එක්ක මොන ගනුදෙනුද රාධා. ඔයා මෙන්න මෙහාට එන්න පැටියා.""",Neutral
"""@Chamalka_N @_justAHumann රාධාට අනං මනං කිව්වොත් අන්ෆලෝ කරනවා ඈ😡""",Neutral
"""@NileeGamage @_justAHumann සමාව දුන්නා නිලී ඔයාට. ආ මෙන්න මලක් 🌺""",Neutral
"""@NileeGamage @_justAHumann කව්ද යකෝ මගේ කෑල්ල්ට හොට්ඩෝග් කිව්වේ 😡""",Neutral
"""මේකට ලයික් කරලා නැති සේරම වහා ලයික් කරව් 😡🌺 https://t.co/7TEPg0mhOM""",Neutral
"""සමහර කෙල්ලෝ ෆලෝවස් ටිකක් වැඩි වුනාම හෙන..... චරිත වෙලා 😅 පව්. එහෙම චරිත වුන ගොඩාක් ගෑනු අන්තිමට මේක දාලා ගියේ ආයේ නොඑන්නම. ඒ නිසා උඩ යද්දි පරිස්සමින් නංගී. 🌺 මොකද බිම වැටෙද්දී වැටෙන්නේ අඩි 6ක් වැලලෙන්නම.""",Neutral
"""රාධව ලව් කරනවා කියන්නේ ඉතින් රජයේ විභාගයක් ලියනවා වගේ තමයි. මුලින් ජාතික හැදුනුම්පත පෙන්නලා අනන්‍ය්තාවය ඔප්පු කරන්න ඕන. 😂😭💁‍♂️🌺 වට් ටු ඩූ. ලව් කරන්නත් එපැයි.""",Neutral
"""මේ යන විදිහට උඹලා කවදාහරි මට කෝල් කරද්දි එයා ආන්ස්ෆර් කරයි. ආන්ස්ෆර් කරලා . . . "" හෙලෝ මම හසිනි සැමුවෙල් කතා කරන්නෙ කව්ද මේ.. "" කියලා ඇහුවොත් පුදුම වෙන්න එපා.""",Neutral
"""වෙලාවකට හිතෙනවා ඔක්කොම වැඩ පැත්තකට දාලා ‌BRAZZERS එකට ගිහින් ඩිස්ටි ඩිඩින් එක පෙන්නලා කීයක් හරි හොයා ගන්න. ඒ ජොබ් එක වරදක් නෑ මොකද ඉතින් ඕක නොපෙන්වුවා කියලා මෙච්චර කාලෙට මෙකේ උන් අපිට කන්න දුන්නායැ.""",Neutral
"""නෝමලි ලඟ ලඟ වෙඩින් දෙකක් සෙට් වෙද්දී, මේ වෙඩින් එකට ආපු එවුන් අර වෙඩින් එකට එන ප්‍රවනතාවය ඉතාමත් අඩු නම්, වෙඩින් දෙකටම එකම ඇඳුම් ඇඳීම සම්භාවිතාව 100% යි මිත්‍රවරුණි.""",Neutral
"""ඉස්කෝලේ යන කාලේ මට හොඳටම ඉංග්‍රීසි පුලුවන්. පන්තියේ යාලුවෝ සඩන්ලී එන ඩවුට්ස් පවා මගෙන් අහගෙන ක්ලියර් කරගන්නේ. කාලෙත් එක්කම මන් ඇඩ්වටයිසින් ඒජන්සියකට ජොබට ගියා. එකේ එවුන් කතා කරන ඉංග්‍රීසි දැක්කමයි මට තේරුනේ ඒ කාලේ මගේ කඩ්ඩ පොලිශ් නෙවේ, අපේ පන්තියේ එකෙටවත් කඩ්ඩ බෑ ම බෑ කියන එක 😐""",Neutral
"""පොඩියා මොකෝ ඕයි අර විඩීයෝ එකේ "" වාහන වල ඉස්සරහා අලවලා තියෙන්නේ අර ඔලුව හොලවන බල්ලා "" වගේ ඔලුව හොලවන්නේ ? 🤨 ඕකා හොඳයි මලගෙවල් වල නටන්න. මන් මැරුනම මුට ෆස්ට් ඉන්විටේශන් එක දෙන්න කියලා අපේ අම්මට මේ දැන් කියලා ආවේ. කැ*ම ඩාන්ස් එක. 🌺""",Neutral
"""‌ අර මෙකේ ඉන්න එල කොල්ලෝ සෙට් එක සඩන්ලී ට්‍රිප් එකක් ගියපු එකට සමහර ට්විප්ස්ලට එච්චරට හිතට ඇල්ලිලා නැහැ 😂 ආතල් එකට වගේ උන් සිරාවටම අරුන්ට හින්ට් ගහන හැටි දැක්කහම කොහෙන් හිනා වෙන්නද හිතාගන්න බැහැ.""",Neutral
"""මට නම් ඔය මීටප්ස් ගිහින් පුරුදු නෑ. ගෙදර ඉඳලා පොර ටෝක්ස් දීලා හෙන චරිතේ වඟේ රඟන එක තමයි මගේ විනෝදාංශය. මන් ඔය මීටප් වලට ගියත් කරන්නේ පැත්තකින් වාඩිවෙලා ෆෝන් එක ඔබන එක. ආසවට ගිහින් එකෙක් එක්ක කතා කරන්නේ නෑ. ලොකු කමට නෙවේ. ඉස්සර ඉඳන් මගේ සමාජ අශ්‍රය අඩුයි. 😐""",Neutral
"""රාධා නැතිව හරි පාලුයි. පව් එයාට ගොඩාක් වැඩ ඇති. ලංකාවට ආවහම මාත් එක්කම ටයිම් ස්පෙන්ඩ් කරන්න හිතන් ඉන්න නිසාද කොහෙදෝ එයා දැන් දැන් මාත් එක්ක වැඩිය කතා නැහැ. මාත් කැමති නැහැ එයාගේ නිදහසට බාදා කරන්න. හැබැයි එයාව ගොඩක් මතක් වෙනවා. එයත් ඒක දන්නවා. ඒත් දෙන්නම හිත හදාගෙන ඉන්නවා.""",Neutral
"""තැවෙනා ඒ.. සිත නොදැනී වගේ.. වැටෙනා කඳුලු නොදැනී වගේ... දැවෙනා ඒ.. දුක නොදැනී වගේ... මං ආවා.... ඒ.. සිත සඟවන් මෙසේ... වැටෙනා කඳුලු සඟවන් මෙසේ.. දැවෙනා ඒ.. දුක සඟවන් මෙසේ... මං ආවා.... හීන මකා... හංගාලා... මං ආවා... රවටාලා.. මුමුනා සඟවා.. මං ආවා... ආ...ආ....ආ....""",Neutral
"""ට්විටර් එකේ සාමන්‍ය කොල්ලො සෙට් එකක් ඔහොම ට්‍රිප් ගිහින් ෆන් එකක් ගන්නවා කියන්නේ අන්න ඒක වටිනවා. ෆලෝ කවුන්ට් නෑ, කන්ඩිශන් නෑ, ට්විට්ස් කවුන්ට් නෑ, ඕල්ඩ් ද නිව්ද නෑ, ඩීසන්ට් ද ගොඩේ ද නෑ, ඉංග්‍රීසි පුලුවන්ද බැරිද නෑ, ආතල් එකක් ගන්න රෙඩි ද එහෙනම් වරෙන්. එල බං.🌺""",Neutral
"""අද හොඳ ෆන් එකක් ගත්තා. දවල් ගියා ෆැමිලි ගෙට් ටු ගෙදර් එකට. කාලෙකින් ෆැමිලි එකේ ගොඩ දෙනෙක්ව දැක්කේ. ඉස්සර වගේ නෙවෙයි දැන් මට ලොකු පිලිගැනීමක් තියනවා. ඒක දැක්කම නිහතමානී ආඩම්බරයක් දැනුනා. හවස් වෙලා මල්ලිලා එක්ක ෆිල්ම් එකක් බලන්න ගියා. උන් එක්කම ඩිනර් එකත් අරන් මේ දැන් ගෙදර ආවේ. 🌺""",Neutral
"""ෆැමිලි එකේ කෙල්ලෙක්ට ඉස්සර පොඩි ක්‍රශ් එකක් තිබ්බා. හැබැයි කවදාවත් කතා කරලා නැහැ. අද ඒකීව දැක්කා අවුරුදු 10 කට විතර පස්සේ. ෆැමිලි ගෙට් ටු ගෙදර් එකේදි. එයාට දැන් එයා වගේම ලස්සන පොඩි බබෙකුත් ඉන්නවා. ආයේ ඉතින් බැලුවෙ නෑ කෙලින්ම බබාව වඩාගෙන ඉම්ඹා. ඒක හරි අමුතු ෆීලිං එකක් බං. 🙇🏻‍♂️🌺""",Neutral
"""අච්චර සල්ලී දීලා ෆ්ලයිට් එකේ ගිහින් වලාකුළු පහුවුනාම ඇයි බන් ආයේ සමහර එවුන් පොළවට පනින්නේ ?  යකෝ ඒ වගේ වැදගත් ගමනක් යද්දි හරි මුන්ට තමන්ගේ අවශ්‍ය බඩු ටික අමතක නොවී හරියට පැක් කරගන්න බැරි වුනාද ? 😐""",Neutral
"""1,000 වෙනි ට්විට් එක. ට්විට්ස් 1,000 ක් දාන්න අවුරුදු 8 ක් ගියා කියන්නෙත් විහිලුවක්. ඒත් ඒකයි සත්‍ය. පල්ලෙහට යන ගමන් විශ් කරගෙන යන්න 2026 වෙද්දී ට්වීට්ස් 2,000 ක් දමා ගැනීමට ශක්තිය දෙර්‍යය ලැබේවා කියලා.""",Neutral
"""ඔය ලක්ශපති එකේ දිනන උන් සෙට් එක බෙන්තර ගඟෙන් එහා වෙන එකමයි හොඳ. නැත්තන් මේ ගේම් එක ආතල් නෑ. හැමදාම අපි උන්ට ආතල් දිදී ඉන්නවා නිකං නෙදර්ලන්ඩ් ශ්‍රි ලංකා මැච් එකක් වගේ. උන් සිම්බාබේ ගානට හරි ෆෝම් වුනොත් තමයි මැච් එක බලන්න පුලුවන්.""",Neutral
"""මගේ රාධා කොයිද දන්නේ නෑ. අපි දෙන්නා අද තමයි ලව් එක පටන් ගත්තේ. ඒ නිසා තාම නම්බර්ස් එහෙම ශෙයාර් කරගත්තේ නෑ. රාධා කැමති බලු පැටවුන්ටලූ.  ඒ නිසා මං අද ඩිනර් එකට ගත්තේ ඩෝග් ෆුඩ්. අපේ තාත්තිට කියලා එලියෙන් බලු කූඩුවකුත් ගහගත්තා. අද ඉඳන් රාධා මට අයි ලව් යූ කියනකං මං දොයියන්නේ ඒකේ. 🐶🌺""",Neutral
"""ගෙදර කට්ටිය මාර කරදරේ එයාලව ක්‍රිකට් මැච් එකක් බලන්න එක්ක යන්න කියලා. ලංකාවේ ගොඩාක් තැන් වලින් කලින්ම ටිකට් අරන් තියාගෙන වැඩි මිලට විකුණන නිසා මේ පාර ෆැමිලි එකම නවසීලන්තයට එක්කන් යන්න හිතන් ඉන්නේ ශ්‍රී ලංකා නිව්සිලන්ඩ් සීරිස් එක බලන්න. #පොරTweets""",sports
"""‌එදා නෑදෑයෝ ටිකක් ගෙදර ඇවිත් ඇන්ඩ්‍රොයිඩ් චාජර් නැද්ද චාජර් නැද්ද අහනවා මල කරදරේ. මේ පාර යූ ඇස් ගිහින් එද්දී නැදෑයෝ හැමෝටම අයිෆෝන් එක්ස් එස් එක ගානෙ ගෙනත් දුන්නා. නැත්තන් මුන්ට චාජින් කේබල් හොයලම මන් වයසට යනවා. #පොරTweets""",Neutral
"""එදා ගමේ පොඩි උන් ටික ආවා ආදාරයක් ඉල්ලගෙන. මන් ඇහුවා මල්ලිලා මොකටද මේ ආදාර එකතු කරන්නේ කියලා. උන් කිව්වා අයියේ අපිට හරියට සෙල්ලම් කරන්න මේ ගමේ පිට්ටනියක් නැහැ කියලා. එදා හවසම බැකෝ 8 ක් දාලා හදලා දුනා ග්‍රවුන්ඩ් එකක් එකපාරට මැච් 15 ක් විතර පැති 15 ක ගහත හැකි. #පොරTweets""",Neutral
"""RT @KandyinStyle: සෞඛ්‍යට අහිතකර රසයන ද්‍රව්‍ය ‍යොයා, කහට බැඳීම වලක්වන පොලොස් මහනුවර නගරයෙ කල පරික්ෂාවකින් අල්ලාගෙන ඇත. කපා පිරිසිඳු කල ආහා…""",Neutral
"""RT @ExcuzeMiReturn: ඉස්සර මං මනුස්සකම තමයි වටින්නේ කියලා හැමදේම අතහැරලා මිනිස්සුන්ව ආශ්‍රය කරන්න පටන් ගත්තා. යාලුවෝ හෙන ගොඩයි මට. කාලයක් ය…""",Neutral
"""RT @tharindu_dilanj: මං මෙතන නම කියන් නැතුව tweet කලා කියලා මට බැන්නා, කුහකකම, හැමෝටම travel කරන්න අයිතියක් තියනව කියල බක පන්ඩිතයො ටිකක්,…""",Neutral
