Text,Class,Filtered_sentence
සින්හල කඩ වලට සින්හල උන් ගියාම සත පහකට ගනන් ගන්නෙ නෑකැරි  පකයන්ගෙ ලොකු සීන්  ඒ උනාට තම්බි කඩවල් වල ගානත් අඩුයිලොකු සීනුත් නෑ,Racist,සින්හ කඩ වලට සින්හ උන් ගියා සත පහක ගන ගන්න නෑකැරි පකයන්ග ලො සී උනා තම්බි කඩ වල ගාන අඩුයිලො සීනු
සින්හල කඩ වලට සින්හල උන් ගියාම සත පහකට ගනන් ගන්නෙ නෑකැරි  පකයන්ගෙ ලොකු සීන්  ඒ උනාට තම්බි කඩවල් වල ගානත් අඩුයිලොකු සීනුත් නෑ,Racist,සින්හ කඩ වලට සින්හ උන් ගියා සත පහක ගන ගන්න නෑකැරි පකයන්ග ලො සී උනා තම්බි කඩ වල ගාන අඩුයිලො සීනු
සිංහලයාට සිංහල පක්ෂ නැතිමුත් දෙමළාට ඉලම වෙනුවෙන් පක්ෂ ඇත තම්බියාට තම්බි වහබ්වාදය වෙනුවෙන් තම්බි පාර්ලිමේන්තුවේ ඇත මේ…,Racist,සිංහලයා සිංහ පක්ෂ නැතිමු දෙමලා ඉලම පක්ෂ ඇත තම්බියා තම්බි වහබ්වාද තම්බි පාර්ලිමේන්ත ඇත මේ…
සිංහලයාට සිංහල පක්ෂ නැතිමුත් දෙමළාට ඉලම වෙනුවෙන් පක්ෂ ඇත තම්බියාට තම්බි වහබ්වාදය වෙනුවෙන් තම්බි පාර්ලිමේන්තුවේ ඇත මේ දෙගොල්ලන්ගෙන් බේරෙන්නට සිංහල පක්ෂයක් හෝ සිංහල දේශපාලකයෙක් අවශ්‍යයයි සොයා දිය හැකි අයෙක් සිටිත් ද ,Racist,සිංහලයා සිංහ පක්ෂ නැතිමු දෙමලා ඉලම පක්ෂ ඇත තම්බියා තම්බි වහබ්වාද තම්බි පාර්ලිමේන්ත ඇත දෙගොල්ල බේරෙන්න සිංහ පක්ෂය සිංහ දේෂපාලකය අවෂ්‍ය සො දිය හැ අය සිටි
සිංහලයාට සිංහල පක්ෂ නැතිමුත් දෙමළාට ඉලම වෙනුවෙන් පක්ෂ ඇත තම්බියාට තම්බි වහබ්වාදය වෙනුවෙන් තම්බි පාර්ලිමේන්තුවේ ඇත මේ…,Racist,සිංහලයා සිංහ පක්ෂ නැතිමු දෙමලා ඉලම පක්ෂ ඇත තම්බියා තම්බි වහබ්වාද තම්බි පාර්ලිමේන්ත ඇත මේ…
සිංහලයාට සිංහල පක්ෂ නැතිමුත් දෙමළාට ඉලම වෙනුවෙන් පක්ෂ ඇත තම්බියාට තම්බි වහබ්වාදය වෙනුවෙන් තම්බි පාර්ලිමේන්තුවේ ඇත මේ දෙගොල්ලන්ගෙන් බේරෙන්නට සිංහල පක්ෂයක් හෝ සිංහල දේශපාලකයෙක් අවශ්‍යයයි සොයා දිය හැකි අයෙක් සිටිත් ද ,Racist,සිංහලයා සිංහ පක්ෂ නැතිමු දෙමලා ඉලම පක්ෂ ඇත තම්බියා තම්බි වහබ්වාද තම්බි පාර්ලිමේන්ත ඇත දෙගොල්ල බේරෙන්න සිංහ පක්ෂය සිංහ දේෂපාලකය අවෂ්‍ය සො දිය හැ අය සිටි
ශ්‍රී ලංකාවේ මුස්ලිම්වරුන් යක්ෂයින් කිරීම පිළිබඳව එක්සත් ජනපදය සැලකිලිමත් විය,Racist,ලංක මුස්ලිම් යක්ෂය කිරී එක්ස ජනපද සැලකිලිම විය
ශ්‍රී ලංකාවේ මුස්ලිම්වරුන් යක්ෂයින් කිරීම පිළිබඳව එක්සත් ජනපදය සැලකිලිමත් විය,Racist,ලංක මුස්ලිම් යක්ෂය කිරී එක්ස ජනපද සැලකිලිම විය
ශ්‍රී ලංකාවේ මුස්ලිම් COVID වින්දිතයින්ගේ ආදාහනය සම්බන්ධයෙන් ශ්‍රී ලංකාවේ OIC සාමාජික රටවල තානාපතිවරු සහ මහ කොමසාරිස්වරු ජනාධිපති ගෝතභය රාජපක්ෂ මහතා වෙත ලිපියක් ලියා තිබේ lka enough StandAgainstRacism,Racist,ලංක මුස්ලි  වින්දිතයි අදාහන සම්බන්ධ ලංක  සාමාජික රට තානාපති කොමසාරිස් ජනාධිප ගෝතබ රාජපක්ෂ මහත ලිපිය ලි තිබ ‍ෂ්‍රී ලංකා ඇති ජාතිවාදයට එරෙහිව නැගී සිටි
ශ්‍රී ලංකාවේ මුස්ලිම් COVID වින්දිතයින්ගේ ආදාහනය සම්බන්ධයෙන් ශ්‍රී ලංකාවේ OIC සාමාජික රටවල තානාපතිවරු සහ මහ කොමසාරිස්වරු ජනාධිපති ගෝතභය රාජපක්ෂ මහතා වෙත ලිපියක් ලියා තිබේ lka enough StandAgainstRacism,Racist,ලංක මුස්ලි  වින්දිතයි අදාහන සම්බන්ධ ලංක  සාමාජික රට තානාපති කොමසාරිස් ජනාධිප ගෝතබ රාජපක්ෂ මහත ලිපිය ලි තිබ ‍ෂ්‍රී ලංකා ඇති ජාතිවාදයට එරෙහිව නැගී සිටි
ශෝට තම්බි කඩෙ  ඒ ශෝටම සින්හල කඩෙ    අපි හරි වෙනස්,Racist,ෂෝට තම්බි කඩෙ ෂෝට සින්හ කඩෙ අපි හරි වෙනස
ශෝට තම්බි කඩෙ  ඒ ශෝටම සින්හල කඩෙ    අපි හරි වෙනස්,Racist,ෂෝට තම්බි කඩෙ ෂෝට සින්හ කඩෙ අපි හරි වෙනස
වෙනප්පුවාවේ මුස්ලිම් වෙළෙඳුන් තහනම් කිරීමේ “වර්ණභේදවාදී” පනතට අමාත්‍ය මංගල සමරාවිරා චෝදනා කරයි,Racist,වෙනප් මුස්ලි වෙලෙද තහන කිර “ වර්නබේදවාද ” පනත අමාත්‍ මංග සමරාවිර චෝද කර
වෙනප්පුවාවේ මුස්ලිම් වෙළෙඳුන් තහනම් කිරීමේ “වර්ණභේදවාදී” පනතට අමාත්‍ය මංගල සමරාවිරා චෝදනා කරයි,Racist,වෙනප් මුස්ලි වෙලෙද තහන කිර “ වර්නබේදවාද ” පනත අමාත්‍ මංග සමරාවිර චෝද කර
වීරෝධාර රණවිරුවාණෙනි ඔබ ට මෙසේ වන්නේ  දෙමළ කොටි බලයට අවනත ආණ්ඩුවක් නිසාය  එය වෙස් මූනක් පමණයි තෙරුවන් සරණයි https…,Racist,වීරෝධාර රනවිරුවානෙ ඔබ ව දෙමල කොටි බලය අවනත අන්ඩුව නිසා එය වෙස මූන පමන තෙරු සරන …
වීරෝධාර රණවිරුවාණෙනි ඔබ ට මෙසේ වන්නේ  දෙමළ කොටි බලයට අවනත ආණ්ඩුවක් නිසාය  එය වෙස් මූනක් පමණයි තෙරුවන් සරණයි https…,Racist,වීරෝධාර රනවිරුවානෙ ඔබ ව දෙමල කොටි බලය අවනත අන්ඩුව නිසා එය වෙස මූන පමන තෙරු සරන …
වටලප්පං කන්න වත් තම්බි පව්ල් නෑනෙ මේ පැත්තෙ😒  වඳ උනත් කමක් නෑ😹💥🔫 — feeling Hate තම්බි Love වටලප්පං,Racist,වටලප්පං ක තම්බි පව්ල නෑන පැත්තෙ😒 වද උන කම නෑ😹💥🔫 — හැගී වෛර තම්බි අදර වටලප්පං
වටලප්පං කන්න වත් තම්බි පව්ල් නෑනෙ මේ පැත්තෙ😒  වඳ උනත් කමක් නෑ😹💥🔫 — feeling Hate තම්බි Love වටලප්පං,Racist,වටලප්පං ක තම්බි පව්ල නෑන පැත්තෙ😒 වද උන කම නෑ😹💥🔫 — හැගී වෛර තම්බි අදර වටලප්පං
හිස්බු අවා හලාල බුර් මුස්ලි අක්‍රම විසදු  එස් වියාලේන්ද්‍ර අවා ලංක කොටි ප්‍රෂ්න විසදු …,Racist,හිස්බු අවා හලාල බුර් මුස්ලි අක්‍රම විසදු  එස් වියාලේන්ද්‍ර අවා ලංක කොටි ප්‍රෂ්න විසදු …
හිටපු අම්පාරා දිස්ත්‍රික් පාර්ලිමේන්තු මන්ත්‍රී සහ පොත්තුවිල් මැතිවරණ කොට් SL ාශයේ සංවිධායක පීඑච් ශ්‍රී ලංකාවේ සියලුම ජනවාර්ගික කණ්ඩායම්වලට රටේ සියලු ජනවාර්ගික කේන්ද්‍රීය පක්ෂ තුරන් කිරීමෙන් සාමයෙන් හා සාමයෙන් ජීවත් විය හැකි බව පියසේන මහතා පැවසීය LKA  ප්‍රමාණවත්  ශ්‍රීලංකාව StandAgainstRacism,Racist,හිට අම්පාර දිස්ත්‍රි පාර්ලිමේන්ත මන්ත්‍ර පොත්තුවිල මැතිවරන කොට  ාෂ සංවිධා පීඑච ලංක සියලු ජනවාර්ගික කන්ඩායම්වල රටේ සියල ජනවාර්ගික කේන්ද්‍ර පක්ෂ තුර කිර සාම සාම ජී විය හැ පියසේ මහත පැවස ‍ෂ්‍රී ලංකා ප්‍රමාන ෂ්‍රීලංකා ජාතිවාදයට එරෙහිව නැගී සිටි
හිටපු අම්පාරා දිස්ත්‍රික් පාර්ලිමේන්තු මන්ත්‍රී සහ පොත්තුවිල් මැතිවරණ කොට් SL ාශයේ සංවිධායක පීඑච් ශ්‍රී ලංකාවේ සියලුම ජනවාර්ගික කණ්ඩායම්වලට රටේ සියලු ජනවාර්ගික කේන්ද්‍රීය පක්ෂ තුරන් කිරීමෙන් සාමයෙන් හා සාමයෙන් ජීවත් විය හැකි බව පියසේන මහතා පැවසීය LKA  ප්‍රමාණවත්  ශ්‍රීලංකාව StandAgainstRacism,Racist,හිට අම්පාර දිස්ත්‍රි පාර්ලිමේන්ත මන්ත්‍ර පොත්තුවිල මැතිවරන කොට  ාෂ සංවිධා පීඑච ලංක සියලු ජනවාර්ගික කන්ඩායම්වල රටේ සියල ජනවාර්ගික කේන්ද්‍ර පක්ෂ තුර කිර සාම සාම ජී විය හැ පියසේ මහත පැවස ‍ෂ්‍රී ලංකා ප්‍රමාන ෂ්‍රීලංකා ජාතිවාදයට එරෙහිව නැගී සිටි
හින්ගුරගෝඩාවේ පුද්ගලයෙක් තෙරෝ දේශපාලනයෙන් විශ්‍රාම ගන්නා ලෙස ඉල්ලා උපවාසයක යෙදී සිටී,Racist,හින්ගුරගෝඩ පුද්ගලය තෙර දේෂපාලන විෂ්‍රා ගන් ඉ උපවාස යෙද සිට
හින්ගුරගෝඩාවේ පුද්ගලයෙක් තෙරෝ දේශපාලනයෙන් විශ්‍රාම ගන්නා ලෙස ඉල්ලා උපවාසයක යෙදී සිටී,Racist,හින්ගුරගෝඩ පුද්ගලය තෙර දේෂපාලන විෂ්‍රා ගන් ඉ උපවාස යෙද සිට
හින්දු ආගමික හා සංස්කෘතික කටයුතු දෙපාර්තමේන්තුව විසින් සංවිධානය කරන ලද නවිතන්වේලි ප්‍රාදේශීය ලේකම් කාර්යාලයේ ආගමික සහජීවනය පිළිබඳ වැඩසටහන අද දින නවිතන්වේලි සංස්කෘතික ශාලාවේදී ප්‍රාදේශීය ලේකම් එස් රංගනාදන් මහතාගේ අනුග්‍රහයෙන් පැවැත්විණි LKA  ප්‍රමාණවත් StandAgainstRacism,Racist,හින්ද අගමික සංස්කෘතික කටයුත දෙපාර්තමේන්ත සංවිධාන කරන ලද නවිතන්වේලි ප්‍රාදේෂ ලේක කාර්යාල අගමික සහජීවන වැඩසටහ අද දින නවිතන්වේලි සංස්කෘතික ෂාලාවේද ප්‍රාදේෂ ලේක එස් රංගනාද මහත අනුග්‍රහ පැවැත්විනි ‍ෂ්‍රී ලංකා ප්‍රමාන ජාතිවාදයට එරෙහිව නැගී සිටි
හින්දු ආගමික හා සංස්කෘතික කටයුතු දෙපාර්තමේන්තුව විසින් සංවිධානය කරන ලද නවිතන්වේලි ප්‍රාදේශීය ලේකම් කාර්යාලයේ ආගමික සහජීවනය පිළිබඳ වැඩසටහන අද දින නවිතන්වේලි සංස්කෘතික ශාලාවේදී ප්‍රාදේශීය ලේකම් එස් රංගනාදන් මහතාගේ අනුග්‍රහයෙන් පැවැත්විණි LKA  ප්‍රමාණවත් StandAgainstRacism,Racist,හින්ද අගමික සංස්කෘතික කටයුත දෙපාර්තමේන්ත සංවිධාන කරන ලද නවිතන්වේලි ප්‍රාදේෂ ලේක කාර්යාල අගමික සහජීවන වැඩසටහ අද දින නවිතන්වේලි සංස්කෘතික ෂාලාවේද ප්‍රාදේෂ ලේක එස් රංගනාද මහත අනුග්‍රහ පැවැත්විනි ‍ෂ්‍රී ලංකා ප්‍රමාන ජාතිවාදයට එරෙහිව නැගී සිටි
හිපොම්පෝලා හි කුරුණගේලා හි එස්එල්පීපී ආධාරකරුවන් විසින් මුස්ලිම් සාප්පුවකට ගිනි තබා තිබේ Enough LKA,Racist,හිපොම්පෝ හි කුරුනගේ හි එස්එල්පීප අධාරකරු මුස්ලි සාප්පුවක ගි තබා තිබ ඇති ‍ෂ්‍රී ලංකා
හිපොම්පෝලා හි කුරුණගේලා හි එස්එල්පීපී ආධාරකරුවන් විසින් මුස්ලිම් සාප්පුවකට ගිනි තබා තිබේ Enough LKA,Racist,හිපොම්පෝ හි කුරුනගේ හි එස්එල්පීප අධාරකරු මුස්ලි සාප්පුවක ගි තබා තිබ ඇති ‍ෂ්‍රී ලංකා
හම්බයෝ ලංකාවේ නැගෙනහිර පළාතේ වෙනම රාජ්ජයක් පිහිටුවාගෙන කරන්න යන දේ  via ,Racist,හම්බ ලංක නැගෙනහිර පලාත වෙන රාජ්ජය පිහිටුවාගෙ කර දේ 
හම්බයෝ ලංකාවේ නැගෙනහිර පළාතේ වෙනම රාජ්ජයක් පිහිටුවාගෙන කරන්න යන දේ  via ,Racist,හම්බ ලංක නැගෙනහිර පලාත වෙන රාජ්ජය පිහිටුවාගෙ කර දේ 
හම්බයෝ ලංකාවේ නැගෙනහිර පළාතේ වෙනම රාජ්ජයක්,Racist,හම්බ ලංක නැගෙනහිර පලාත වෙන රාජ්ජය
හම්බයෝ ලංකාවේ නැගෙනහිර පළාතේ වෙනම රාජ්ජයක්,Racist,හම්බ ලංක නැගෙනහිර පලාත වෙන රාජ්ජය
හම්බයෝ ලංකාවේ නැගෙනහිර පළාතට කරන්න යන දේ   ,Racist,හම්බ ලංක නැගෙනහිර පලාත කර දේ
හම්බයෝ ලංකාවේ නැගෙනහිර පළාතට කරන්න යන දේ   ,Racist,හම්බ ලංක නැගෙනහිර පලාත කර දේ
කොළඹමහනුවර මාර්ගයේ නෙලුන්ඩේනියාවේ උඩුකුම්බුරා හි නූර් ජුම්මා මස්ජිඩ් හි තැන්පත් කර ඇති බුද්ධ ප්‍රතිමාවක් මුස්ලිම්වරුන් අතර භීතියක් ඇති කර තිබේ LKA  ප්‍රමාණවත්  ශ්‍රීලංකාව StandAgainstRacism,Racist,කොලබමහනුවර මාර්ග නෙලුන්ඩේනිය උඩුකුම්බුර හි නූර ජුම්ම මස්ජිඩ හි තැන්ප කර බුද්ධ ප්‍රතිමාව මුස්ලිම් බීතිය කර තිබ ‍ෂ්‍රී ලංකා ප්‍රමාන ෂ්‍රීලංකා ජාතිවාදයට එරෙහිව නැගී සිටි
කොළඹමහනුවර මාර්ගයේ නෙලුන්ඩේනියාවේ උඩුකුම්බුරා හි නූර් ජුම්මා මස්ජිඩ් හි තැන්පත් කර ඇති බුද්ධ ප්‍රතිමාවක් මුස්ලිම්වරුන් අතර භීතියක් ඇති කර තිබේ LKA  ප්‍රමාණවත්  ශ්‍රීලංකාව StandAgainstRacism,Racist,කොලබමහනුවර මාර්ග නෙලුන්ඩේනිය උඩුකුම්බුර හි නූර ජුම්ම මස්ජිඩ හි තැන්ප කර බුද්ධ ප්‍රතිමාව මුස්ලිම් බීතිය කර තිබ ‍ෂ්‍රී ලංකා ප්‍රමාන ෂ්‍රීලංකා ජාතිවාදයට එරෙහිව නැගී සිටි
කොළඹ එක්සත් අරාබි එමීර් රාජ්‍යයේ තානාපති කාර්යාලය දේශීය සිංහල ප්‍රවෘත්ති වෙබ් අඩවියේ සහ සමාජ මාධ්‍යවල පළ වූ ප්‍රවෘත්ති මගින් අතිශයින් කලකිරීමට හා කනස්සල්ලට පත්ව සිටී LKA  ප්‍රමාණවත්  ශ්‍රීලංකාව StandAgainstRacism,Racist,කොලබ එක්ස අරාබි එමීර රාජ්‍ය තානාප කාර්යාල දේෂ සිංහ ප්‍රවෘත් වෙබ අඩවි සමාජ මාධ්‍ය පල වූ ප්‍රවෘත් අතිෂය කලකිරීම කනස්සල්ල පත් සිට ‍ෂ්‍රී ලංකා ප්‍රමාන ෂ්‍රීලංකා ජාතිවාදයට එරෙහිව නැගී සිටි
කොළඹ එක්සත් අරාබි එමීර් රාජ්‍යයේ තානාපති කාර්යාලය දේශීය සිංහල ප්‍රවෘත්ති වෙබ් අඩවියේ සහ සමාජ මාධ්‍යවල පළ වූ ප්‍රවෘත්ති මගින් අතිශයින් කලකිරීමට හා කනස්සල්ලට පත්ව සිටී LKA  ප්‍රමාණවත්  ශ්‍රීලංකාව StandAgainstRacism,Racist,කොලබ එක්ස අරාබි එමීර රාජ්‍ය තානාප කාර්යාල දේෂ සිංහ ප්‍රවෘත් වෙබ අඩවි සමාජ මාධ්‍ය පල වූ ප්‍රවෘත් අතිෂය කලකිරීම කනස්සල්ල පත් සිට ‍ෂ්‍රී ලංකා ප්‍රමාන ෂ්‍රීලංකා ජාතිවාදයට එරෙහිව නැගී සිටි
කොටුවෙ කලුමුදලාලියගෙ රුහුණ දැන් අස්ප ගනන් උගෙ මාලුකෑමෙක ක් මං බ්‍රිස්ටල් ස්ට්‍රීට් තම්බි කඩේකින්ම කනොවඳපෙති දැම්මත් උන්ගෙ කෑමෙක යි රසම් එක්කුත් එක්ක ,Racist,කොටුව කලුමුදලාලියග රුහ අස්ප ගන උගෙ මාලුකෑමෙක මං බ්‍රිස්ටල ස්ට්‍රීට තම්බි කඩේකින් කනොවදපෙ දැම්ම උන්ග කෑමෙක යි රස එක්කු එක්ක
කොටුවෙ කලුමුදලාලියගෙ රුහුණ දැන් අස්ප ගනන් උගෙ මාලුකෑමෙක ක් මං බ්‍රිස්ටල් ස්ට්‍රීට් තම්බි කඩේකින්ම කනොවඳපෙති දැම්මත් උන්ගෙ කෑමෙක යි රසම් එක්කුත් එක්ක ,Racist,කොටුව කලුමුදලාලියග රුහ අස්ප ගන උගෙ මාලුකෑමෙක මං බ්‍රිස්ටල ස්ට්‍රීට තම්බි කඩේකින් කනොවදපෙ දැම්ම උන්ග කෑමෙක යි රස එක්කු එක්ක
කොරෝනා වෛරසය වැලදූ පුද්ගලයන් සිටි මගී නෞකාවද සියලු රටවල් ප්‍රතික්ෂේප කරද්දී කියුබාව විසින් නිරෝධායන කටයුතු සදහා ගෙන්වා ගන්නා ලදී මේ සියල්ල කරන්නේ ඔවුන්ගේ එකදු කොරෝනා රෝගියෙකු හෝ නොසිටින අවස්තාවකදීය මනුෂ්‍යත්වයේ ඉහළම සාධකය සමාජවාදයද යන්න විශාල පැනයක් අප ඉදිරියේ මැවෙයි Dark cats,Racist,කොරෝ වෛරස වැලද පුද්ගල සිටි මගී නෞකාව සියල රට ප්‍රතික්ෂේප කර කියුබා නිරෝධාය කටයුත සදහ ගෙන් ගන් ලදී සියල් කර ඔව එකද කොරෝ රෝගි නොසිටි අවස්තාවකද මනුෂ්‍යත්ව ඉහල සාධක සමාජවාදය ය විෂා පැනය අප ඉදිරි මැවෙ  
කොරෝනා වෛරසය වැලදූ පුද්ගලයන් සිටි මගී නෞකාවද සියලු රටවල් ප්‍රතික්ෂේප කරද්දී කියුබාව විසින් නිරෝධායන කටයුතු සදහා ගෙන්වා ගන්නා ලදී මේ සියල්ල කරන්නේ ඔවුන්ගේ එකදු කොරෝනා රෝගියෙකු හෝ නොසිටින අවස්තාවකදීය මනුෂ්‍යත්වයේ ඉහළම සාධකය සමාජවාදයද යන්න විශාල පැනයක් අප ඉදිරියේ මැවෙයි Dark cats,Racist,කොරෝ වෛරස වැලද පුද්ගල සිටි මගී නෞකාව සියල රට ප්‍රතික්ෂේප කර කියුබා නිරෝධාය කටයුත සදහ ගෙන් ගන් ලදී සියල් කර ඔව එකද කොරෝ රෝගි නොසිටි අවස්තාවකද මනුෂ්‍යත්ව ඉහල සාධක සමාජවාදය ය විෂා පැනය අප ඉදිරි මැවෙ  
කාශ්මීරයේ දුක්ඛිත තත්වය ඉතිහාසයේ පිටු පුරා ඇගේ ජනතාවගේ ලේවලින් පුරවනු ලැබේ මෙය ලෝක හෘද සාක්ෂියට පැල්ලමක් කාශ්මීරයට ඔබ දැන් කතා කළ යුතුයි,Racist,කාෂ්මීර දුක්කිත තත්ව ඉතිහාස පිට පුර ඇගේ ජනතා ලේ පුරව ලැබ මෙය ලෝක හෘද සාක්ෂිය පැල්ලම කාෂ්මීරය ඔබ කතා කල යුතු
කාශ්මීරයේ දුක්ඛිත තත්වය ඉතිහාසයේ පිටු පුරා ඇගේ ජනතාවගේ ලේවලින් පුරවනු ලැබේ මෙය ලෝක හෘද සාක්ෂියට පැල්ලමක් කාශ්මීරයට ඔබ දැන් කතා කළ යුතුයි,Racist,කාෂ්මීර දුක්කිත තත්ව ඉතිහාස පිට පුර ඇගේ ජනතා ලේ පුරව ලැබ මෙය ලෝක හෘද සාක්ෂිය පැල්ලම කාෂ්මීරය ඔබ කතා කල යුතු
කුරුණෑගල ශික්ෂණ රෝහලේ වෛද්‍යවරයකු වන වෛද්‍ය ෂෆි ෂිහාබ්දීන්ට එරෙහිව එල්ල වී ඇති චෝදනා සනාථ කිරීමට කිසිදු සාක්ෂියක් නොමැති බව රහස් පොලිසිය අද කුරුණෑගල මහේස්ත්‍රාත්වරයාට දැනුම් දුන්නේය  අධිනීතිඥ,Racist,කුරුනෑග ෂික්ෂන රෝහල වෛද්‍යවර වෛද්‍ ෂෆි ෂිහාබ්දීන් එරෙහි එල් වී චෝද සනාථ කිරීම කිසිද සාක්ෂිය නොමැ රහස පොලිස අද කුරුනෑග මහේස්ත්‍රාත්වරයා දැන දුන්නේ අධිනීතිඥ
කුරුණෑගල ශික්ෂණ රෝහලේ වෛද්‍යවරයකු වන වෛද්‍ය ෂෆි ෂිහාබ්දීන්ට එරෙහිව එල්ල වී ඇති චෝදනා සනාථ කිරීමට කිසිදු සාක්ෂියක් නොමැති බව රහස් පොලිසිය අද කුරුණෑගල මහේස්ත්‍රාත්වරයාට දැනුම් දුන්නේය  අධිනීතිඥ,Racist,කුරුනෑග ෂික්ෂන රෝහල වෛද්‍යවර වෛද්‍ ෂෆි ෂිහාබ්දීන් එරෙහි එල් වී චෝද සනාථ කිරීම කිසිද සාක්ෂිය නොමැ රහස පොලිස අද කුරුනෑග මහේස්ත්‍රාත්වරයා දැන දුන්නේ අධිනීතිඥ
ඊයේ උදෑසන කොළඹමහනුවර ප්‍රධාන මාර්ගයේ කෙගල් දිස්ත්‍රික්කයේ නෙලුන්ඩෙනියාවේ නූර් ජුම්මා මස්ජිඩ් හි බුද්ධ ප්‍රතිමාවක් තැන්පත් කර තිබේ lka  ප්‍රමාණවත්,Racist,ඉයේ උදෑස කොලබමහනුවර ප්‍රධා මාර්ග කෙගල දිස්ත්‍රික්ක නෙලුන්ඩෙනිය නූර ජුම්ම මස්ජිඩ හි බුද්ධ ප්‍රතිමාව තැන්ප කර තිබ ‍ෂ්‍රී ලංකා ප්‍රමාන
ඊයේ උදෑසන කොළඹමහනුවර ප්‍රධාන මාර්ගයේ කෙගල් දිස්ත්‍රික්කයේ නෙලුන්ඩෙනියාවේ නූර් ජුම්මා මස්ජිඩ් හි බුද්ධ ප්‍රතිමාවක් තැන්පත් කර තිබේ lka  ප්‍රමාණවත්,Racist,ඉයේ උදෑස කොලබමහනුවර ප්‍රධා මාර්ග කෙගල දිස්ත්‍රික්ක නෙලුන්ඩෙනිය නූර ජුම්ම මස්ජිඩ හි බුද්ධ ප්‍රතිමාව තැන්ප කර තිබ ‍ෂ්‍රී ලංකා ප්‍රමාන
කල්මුනායි මහ නගර සභා නගරාධිපති සහ ජ්‍යෙෂ් Law නීති yer ඒඑම් නව වසරේදී රට වාර්ගික හා ආගමික වෛරයෙන් මිදෙන බවත් සාමය හා සමෘද්ධිය ඇති කළ හැකි බවත් රකීබ් පවසයි LKA  ප්‍රමාණවත්  ශ්‍රීලංකාව StandAgainstRacism,Racist,කල්මුනා නගර සබා නගරාධිප ජ්‍යෙෂ  නී  එඑ වසරේද රට වාර්ගික අගමික වෛර මිදෙ සාම සමෘද්ධ කල හැ රකීබ පවස ‍ෂ්‍රී ලංකා ප්‍රමාන ෂ්‍රීලංකා ජාතිවාදයට එරෙහිව නැගී සිටි
කල්මුනායි මහ නගර සභා නගරාධිපති සහ ජ්‍යෙෂ් Law නීති yer ඒඑම් නව වසරේදී රට වාර්ගික හා ආගමික වෛරයෙන් මිදෙන බවත් සාමය හා සමෘද්ධිය ඇති කළ හැකි බවත් රකීබ් පවසයි LKA  ප්‍රමාණවත්  ශ්‍රීලංකාව StandAgainstRacism,Racist,කල්මුනා නගර සබා නගරාධිප ජ්‍යෙෂ  නී  එඑ වසරේද රට වාර්ගික අගමික වෛර මිදෙ සාම සමෘද්ධ කල හැ රකීබ පවස ‍ෂ්‍රී ලංකා ප්‍රමාන ෂ්‍රීලංකා ජාතිවාදයට එරෙහිව නැගී සිටි
ගැහුවා බෝම්බයක් අම්පාරේ කැරි තම්බි හැත්තට කුඩුවෙලා යන්න 😤😂 ,Racist,ගැ බෝම්බය අම්පාර කැරි තම්බි හැත්ත කුඩුවෙ ය 😤😂
ගැහුවා බෝම්බයක් අම්පාරේ කැරි තම්බි හැත්තට කුඩුවෙලා යන්න 😤😂 ,Racist,ගැ බෝම්බය අම්පාර කැරි තම්බි හැත්ත කුඩුවෙ ය 😤😂
ගාල් ප්‍රදේශයේ මුස්ලිම් පල්ලියකට අලුතින් තේරී පත් වූ ජනාධිපති ගෝතභය රාජපක්ෂගේ ආධාරකරුවන් විසින් ගල් ගසා ඇත Enough LKA,Racist,ගාල ප්‍රදේෂ මුස්ලි පල්ලියක අලුත තේර පත් වූ ජනාධිප ගෝතබ රාජපක්ෂ අධාරකරු ගල් ගසා ඇත ඇති ‍ෂ්‍රී ලංකා
ගාල් ප්‍රදේශයේ මුස්ලිම් පල්ලියකට අලුතින් තේරී පත් වූ ජනාධිපති ගෝතභය රාජපක්ෂගේ ආධාරකරුවන් විසින් ගල් ගසා ඇත Enough LKA,Racist,ගාල ප්‍රදේෂ මුස්ලි පල්ලියක අලුත තේර පත් වූ ජනාධිප ගෝතබ රාජපක්ෂ අධාරකරු ගල් ගසා ඇත ඇති ‍ෂ්‍රී ලංකා
ගුවන්තොටුපලේ මුහුණ ආවරණය කිරීම සඳහා සෞදි කාන්තා සංචාරකයින් දෙදෙනෙකු ශ්‍රී ලංකා අධිකාරිය විසින් බිය ගැන්වූහ ශ්‍රී ලංකා අධිකාරිය මේ පිළිබඳව සොයා බැලිය යුතු අතර එය අපගේ සංචාරක ව්‍යාපාරයට බලපානු ඇත,Racist,ගුවන්තොටුපල මුහ අවරන කිරී සෞදි කාන්ත සංචාරකය දෙදෙන ලං අධිකාර බිය ගැන්ව ලං අධිකාර සො බැල යුත එය අප සංචාරක ව්‍යාපාරය බලපා ඇත
